,company,description,website,region,year-selected,vertical,sub-vertical,entrepreneurs,fund,financing-round,status,year-invested
75,Arvento,Arvento develops and sells hardware and software that enables its clients -businesses and government agencies- to monitor their automotive fleets from computers and phones.,http://www.arvento.com,Europe,2010.0,Smart City,Mobility,"['{""name"": ""Ozer Hincal"", ""url"": ""https://www.linkedin.com/in/ozer-hincal-54b3845/""}']",,,,
76,Asuan,"Asuan designs effective food processing systems for food plants in Latin America from processing, to debonding, to boxing.",http://www.asuan.com.uy,Latin America,2012.0,Agriculture,AgTech & Data,"['{""name"": ""Eduardo Delbono"", ""url"": ""https://www.linkedin.com/in/eduardo-delbono-leandri-5a9b8126/""}', '{""name"": ""Alvaro Maldonado"", ""url"": ""https://www.linkedin.com/in/alvaro-maldonado-5423024b/""}']",,,,
77,Athena,Athena is one of the pioneers and top mobile casual game companies in the ad-based model worldwide.,https://athena.studio/,Asia,2022.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Luke Nguyen"", ""url"": ""https://www.linkedin.com/in/linhluke/""}']",,,,
78,Atlantia Search,Atlantia Search is Latin America’s largest marketplace for consumer insights.,http://atlantiasearch.com/,Latin America,2016.0,Enterprise Software & Services,Business Services & Consulting,"['{""name"": ""Daria Nikitina"", ""url"": ""https://www.linkedin.com/in/daria-nikitina-69901412/?originalSubdomain=mx""}', '{""name"": ""Mayte Velazquez"", ""url"": ""https://www.linkedin.com/in/maytevelazquez/?originalSubdomain=mx""}', '{""name"": ""Juan Jose Mora Villanueva"", ""url"": ""https://www.linkedin.com/in/juan-jos%C3%A9-mora-villanueva-0366a1b/?originalSubdomain=mx""}']",,,,
79,Atmo Digital Media,"Atmo Digital Media offers varied and quality content in the areas of corporate TV, out-of-home digital media, and audiovisual for events.",http://www.atmodigital.com.br/,Latin America,2007.0,Enterprise Software & Services,AdTech & MarTech,"['{""name"": ""Arnold Eugenio Correia"", ""url"": ""https://www.linkedin.com/in/arnold-correia-b7982b4/?originalSubdomain=br""}']",,,,
80,Auth0,Auth0 is an identity and authentication platform designed to verify users and tackle identity fraud. The company was acquired for $6.5B by Okta in 2021.,https://auth0.com/,Latin America,2018.0,Enterprise Software & Services,Security,"['{""name"": ""Eugenio Pace"", ""url"": ""https://www.linkedin.com/in/eugeniop/""}', '{""name"": ""Matias Woloski"", ""url"": ""https://www.linkedin.com/in/matiaswoloski/?originalSubdomain=ar""}']",,,,
81,Autochek,"Autochek is a one-stop auto-needs platform that facilitates the sales and purchase of vehicles, provides car financing, and offers aftersales maintenance services.",https://autochek.africa/ng,Africa,2021.0,Retail & Consumer Tech,Auto Marketplaces,"['{""name"": ""Etop Ikpe"", ""url"": ""https://www.linkedin.com/in/etop-ikpe-38aa8853/""}']",,,,
82,Avantia,"Avantia integrates technology solutions for clients in the public and private sectors in the electronic security, intelligent video analytics, and IT infrastructure markets.",http://www.avantia.com.br,Latin America,2014.0,Enterprise Software & Services,Security,"['{""name"": ""Eduardo Ferreira Lima"", ""url"": ""https://www.linkedin.com/in/eduardoferreiralima/?originalSubdomain=br""}', '{""name"": ""Silvio Arag\\u00e3o"", ""url"": ""https://www.linkedin.com/in/s%C3%ADlvio-arag%C3%A3o-melo-jr-62351015/?originalSubdomain=br""}']",,,,
83,Axeso5,"Axeso5 is an online game publisher and the first multi-player online games platform in Latin America, 100% in Spanish and free.",https://www.axeso5.com,Latin America,2011.0,Retail & Consumer Tech,Media & Entertainment,"['{""name"": ""Cristian Schweizer"", ""url"": ""https://www.linkedin.com/in/cristianschweizerlin/""}']",,,,
84,Ayannah,"Ayannah provides affordable and accessible digital financial services to the world’s emerging middle class, many of whom are migrants and/or unbanked.",http://www.ayannah.com/,Asia,2017.0,Fintech,Payments,"['{""name"": ""Mikko Perez"", ""url"": ""https://www.linkedin.com/in/mperez5""}']",,,,
85,B2,B2 is a communication and entertainment company focused on young people.,,Latin America,2011.0,Retail & Consumer Tech,Tourism & Hospitality,"['{""name"": ""Felipe Ribeiro"", ""url"": ""https://www.linkedin.com/in/felipe-ribeiro-89ba402a/""}', '{""name"": ""Carlos Balma"", ""url"": ""https://www.linkedin.com/in/carlos-balma-3206aa1/?originalSubdomain=br""}', '{""name"": ""Ricardo Buckup"", ""url"": ""https://www.linkedin.com/in/ricardobuckup/?originalSubdomain=br""}']",,,,
86,BAMfi,"BAMfi provides technology and capital solutions to blue-collar companies. Todd, who was selected as an Endeavor Entrepreneur with this company, sold the business and now runs Rule 1 Ventures.",https://www.bamfi.com/,U.S. & Canada,2018.0,Fintech,Lending,"['{""name"": ""Todd Ehrlich"", ""url"": ""https://www.linkedin.com/in/killcliff/""}']",,,,
87,BEONPRICE,"Beonprice is a Revenue Management solution system. Based on advanced Big Data technology, Beonprice facilitates and optimizes price management decisions in the hotel industry.",https://beonprice.com/en/,Europe,2017.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Rub\\u00e9n S\\u00e1nchez"", ""url"": ""https://www.linkedin.com/in/rubensanchezmartin/?originalSubdomain=es""}', '{""name"": ""Emilio Galan"", ""url"": ""https://www.linkedin.com/in/egalan/en/?originalSubdomain=es""}']",,,,
88,BMB Group,"BMB is a food company offering chocolate, Mediterranean sweets, healthy snacks, with two state-of-the-art food production facilities based in Dubai.",http://www.bmb-group.com/,Middle East,2016.0,Food & Beverage,CPG & Consumer Products,"['{""name"": ""Bilal Ballout"", ""url"": ""https://www.linkedin.com/in/bilal-ballout-74192655/""}', '{""name"": ""Mohamad Khachab"", ""url"": ""https://www.linkedin.com/in/mohamad-khachab-581533a7/""}']",,,,
89,BONX,BONX is a communication technology company that produces stylish Bluetooth headsets as well as a mostly handsfree VoIP system for groups communicating with unreliable Internet connections.,https://bonx.co/en/,Asia,2019.0,Retail & Consumer Tech,CPG & Consumer Products,"['{""name"": ""Koji Minegishi"", ""url"": """"}', '{""name"": ""Takahiro Miyasaka"", ""url"": ""https://www.linkedin.com/in/takahiro-miyasaka-13130036/""}']",,,,
90,BOS Brands,BOS is a premium rooibos iced tea African beverage brand.,http://www.bosicetea.com/,Africa,2014.0,Food & Beverage,CPG & Consumer Products,"['{""name"": ""Grant Rushmere"", ""url"": """"}']",,,,
91,BSale,"BSale has created an operational management solution that replaces the spreadsheets, notes and receipts SMEs in LatAm usually depend on to manage procurement and sales.",http://www.bsale.cl,Latin America,2013.0,Enterprise Software & Services,Business Process Management,"['{""name"": ""Elvira Montero Prieto"", ""url"": ""https://www.linkedin.com/in/mar%C3%ADa-elvira-montero-prieto-a8566a18/?originalSubdomain=cl""}', '{""name"": ""Gustavo Montero Prieto"", ""url"": """"}']",,,,
92,BY FAR,BY FAR is a designer accessories brand that reimagines timeless silhouettes for the city girl.,http://www.byfar.com,Europe,2017.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Denitsa Bumbarova"", ""url"": """"}', '{""name"": ""Valentina Ignatova"", ""url"": ""https://www.linkedin.com/in/valentina-ignatova-8517152b/""}', '{""name"": ""Sabina Gyosheva"", ""url"": ""https://www.linkedin.com/in/sabinagyosheva/""}']",,,,
93,Baba Rafi,"Kebab Turki Baba Rafi is a Middle Eastern-inspired fast food brand in Indonesia, managing 1,000 + carts, stands, and small store-fronts.",http://www.babarafi.com,Asia,2013.0,Food & Beverage,Food Service,"['{""name"": ""Hendy Setiono"", ""url"": ""https://www.linkedin.com/in/hendy-setiono-206aa125?originalSubdomain=id""}']",,,,
94,BabyTuto,BabyTuto is an e-commerce business for baby and children’s products.,http://www.babytuto.com/,Latin America,2015.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Daniela Lorca"", ""url"": ""https://www.linkedin.com/in/danielalorcanunez/""}', '{""name"": ""Desiree Grinspun"", ""url"": ""https://www.linkedin.com/in/desiree-grinspun-54a84b27""}']",,,,
95,Balqees Honey,"Balqees sources the purest, rarest raw honey from beekeepers and farms in Yemen and other countries around the world.",http://www.balqees.com,Middle East,2015.0,Food & Beverage,Food Suppliers & Manufacturing,"['{""name"": ""Riath Hamed"", ""url"": ""https://www.linkedin.com/in/riath-hamed-06410813/""}']",,,,
96,Band Industries,Band Industries is a music technology company building the next generation musicians’ toolkit.,https://www.roadietuner.com/,Middle East,2016.0,Retail & Consumer Tech,CPG & Consumer Products,"['{""name"": ""Hassane Slaibi"", ""url"": ""https://www.linkedin.com/in/hassaneslaibi/""}', '{""name"": ""Bassam Jalgha"", ""url"": ""https://www.linkedin.com/in/bassamjalgha/?originalSubdomain=lb""}']",,,,
97,Bankingly,"Bankingly provides digital channels — mobile, online and conversational banking — to financial institutions that focus on low-income and underserved customers.",http://www.bankingly.com,Latin America,2014.0,Fintech,Banking,"['{""name"": ""Martin Naor"", ""url"": ""https://www.linkedin.com/in/martinnaor""}']",Fund II,Series A,Status: Active,Invested: 2018
98,Banza,"Banza is a “food innovation” company with the mission to take the foods people love and make them better by using more nutritious ingredients. Banza’s first product is pasta made from chickpeas – with double the protein, four times the fiber, and nearly half the net carbs of traditional pasta.",https://www.eatbanza.com/,U.S. & Canada,2015.0,Food & Beverage,CPG & Consumer Products,"['{""name"": ""Brian Rudolph"", ""url"": ""https://www.linkedin.com/in/brianadamrudolph/""}', '{""name"": ""Scott Rudolph"", ""url"": ""https://www.linkedin.com/in/scott-rudolph-6106a01/""}']",Fund II,Series A,Status: Active,Invested: 2017
99,Baraka Group,"Baraka Group is a brand with over 30 retail locations in metropolitan and resort locations throughout Egypt. It operates in an array of different industries: optics, fashion, jewelry, and construction.",https://baraka-group.com/,Middle East,2013.0,Retail & Consumer Tech,Fashion & Apparel,"['{""name"": ""Ahmed Ragab"", ""url"": ""https://www.linkedin.com/in/ahmed-ragab-30517818/""}']",,,,
100,Bashar Soft,"BasharSoft connects job-seekers with career opportunities through two platforms, Wuzzuf and Forasna, which cater to both the white collar and blue collar labor markets.",https://www.basharsoft.com/,Middle East,2019.0,Education & Talent,Talent Acquisition,"['{""name"": ""Ameer Sherif"", ""url"": ""https://www.linkedin.com/in/ameersherif/""}']",,,,
101,Bateriku,"Bateriku provides car owners with easily accessible, high-quality battery replacement 24 hours a day via app booking, web booking, hotline, and social media.",http://bateriku.com/,Asia,2019.0,Smart City,Mobility,"['{""name"": ""Azarol Faizi"", ""url"": ""https://www.linkedin.com/in/azarol-faizi-455500165/""}']",,,,
102,Baydöner,Baydoner (“Mr. Doner”) offers consumers high-quality iskender doner at fast-food prices.,http://www.baydoner.com,Europe,2012.0,Food & Beverage,Food Service,"['{""name"": ""Feridun Tun\\u00e7er"", ""url"": ""https://www.linkedin.com/in/feridun-tuncer-0504205a/?originalSubdomain=tr""}', '{""name"": ""Levent Y\\u0131lmaz"", ""url"": ""https://www.linkedin.com/in/levent-y%C4%B1lmaz-01b7705b/?originalSubdomain=tr""}']",,,,
103,Bayzat,"Bayzat is a Dubai-based HR, payroll and insurance solutions software provider for SME employers.",https://www.bayzat.com/,Middle East,2019.0,Enterprise Software & Services,Human Resource Management,"['{""name"": ""Talal Bayaa"", ""url"": ""https://www.linkedin.com/in/talal-bayaa-213ba0b/?originalSubdomain=ae""}', '{""name"": ""Tarek Bayaa"", ""url"": ""http://linkedin.com/in/tarek-bayaa-87523537/?originalSubdomain=ae""}']",Fund II,Series B,Status: Active,Invested: 2019
104,Bazaar,"Bazaar’s suite of digital products empowers merchants in Pakistan to simplify and grow their businesses. The Bazaar retail app provides a one-stop-shop to purchase thousands of products for merchants’ stores and the company’s fintech products include a digital ledger for simple bookkeeping and faster debt collection, and a lending product.",https://www.bazaartech.com/,Asia,2022.0,Smart City,Logistics Tech,"['{""name"": ""Hamza Jawaid"", ""url"": ""https://www.linkedin.com/in/hamza-jawaid-b3297918/""}', '{""name"": ""Saad Jangda"", ""url"": ""https://www.linkedin.com/in/saadjangda/""}']",,,,
105,Bedu,"Bedu is a blended learning platform intended to unlock the potential to learn technology, business and languages.",http://www.bedu.org/,Latin America,2011.0,Education & Talent,Workforce,"['{""name"": ""Mo\\u00eds Cherem Arana"", ""url"": ""https://www.linkedin.com/in/mcherem/""}']",,,,
106,Beep Saúde,Beep Saúde is Brazil’s premier digital vaccination-on-demand platform.,http://beepsaude.com.br/,Latin America,2020.0,Healthcare,Healthcare Services,"['{""name"": ""Vander Corteze"", ""url"": ""https://www.linkedin.com/in/vander-corteze-md-6047b781/""}']",Fund III,Series B,Status: Active,Invested: 2021
107,Beesline,Beesline is a brand of natural personal care products developed and produced entirely in Lebanon.,http://www.beesline.com/,Middle East,2013.0,Retail & Consumer Tech,Wellness & Beauty,"['{""name"": ""Maha Arayssi Rifai"", ""url"": ""https://www.linkedin.com/in/maha-rifai-40323b22/?originalSubdomain=lb""}', '{""name"": ""Mohamad Arayssi"", ""url"": ""https://www.linkedin.com/in/mohamad-arayssi-0943a71a/""}']",,,,
108,BehaVR,"BehaVR develops general wellness and digital therapeutics (DTx) virtual reality experiences to help users address stress, pain, addiction and other mental health issues.",https://behavr.com/,U.S. & Canada,2019.0,Healthcare,Digital Health and Telehealth,"['{""name"": ""Aaron Gani"", ""url"": ""https://www.linkedin.com/in/aarongani/""}']",,,,
109,Belatrix,"Belatrix Software helps companies thrive in the digital world by turning their ideas into high quality, innovative software based on highly-tuned Agile development processes. Belatrix was acquired by Globant in 2019.",https://www.belatrixsf.com,Latin America,2013.0,Enterprise Software & Services,Business Services & Consulting,"['{""name"": ""Federico Robbio"", ""url"": ""https://www.linkedin.com/in/federicorobbio""}', '{""name"": ""Alejandro Robbio"", ""url"": ""https://www.linkedin.com/in/arobbio/""}', '{""name"": ""Luis Robbio"", ""url"": ""https://ar.linkedin.com/in/luis-robbio-48a3801""}']",,,,
